scenario_id,temptation,replicate,seed,final_cooperator_fraction,measurement_mean_cooperator_fraction,measurement_mean_flip_rate,final_population_state
kaleidoscope,1.8500000000,0,6974918627548026610,0.2815493544,0.2927446897,0.2269720950,MIXED
